gamma_mr,gamma_mc,i_east,i_north,ie_over_in
0.168,0.91,0.02209851648338025,0.03079283035539973,0.7176513567712727
0.168,1.1,0.02246955309590012,0.0307653711962901,0.730352088149343
0.168,1.33,0.02287897394139099,0.03074481444701247,0.7441571644812505
0.168,1.6,0.02334211456532368,0.0307662748235542,0.758691609536469
0.168,1.93,0.02385268757316788,0.03082530980074884,0.773802038887811
0.168,2.33,0.02445226201866615,0.03100035994953177,0.7887734870973806
0.168,2.81,0.02510038472155615,0.03122791043643994,0.8037804762071572
0.168,3.39,0.02585701183810439,0.03160934305410718,0.8180180079618783
0.168,4.09,0.02667881307554018,0.03207635980405936,0.8317282022807305
0.168,4.94,0.02761869392300634,0.03270822757401138,0.8443959202775947
0.168,5.96,0.02869180720159167,0.03352015697374666,0.8559568269344141
0.168,7.2,0.02985543793041563,0.03444419679506066,0.8667770105963665
0.168,8.69,0.03116923724408467,0.03555816559456026,0.8765704507786246
0.168,10.5,0.03264176143610649,0.03686620862973154,0.8854114011002977
0.168,12.6,0.03422568328900506,0.03829827810573139,0.8936611508882208
0.168,15.3,0.03590058968496948,0.03982577384256889,0.9014411076325687
0.168,18.4,0.03774674413355676,0.0415545604317821,0.9083658626475805
0.168,22.2,0.03964865647579177,0.04333309058514344,0.9149741211716189
0.168,26.8,0.04155906686211145,0.0451056521370994,0.9213715996343862
0.168,32.4,0.04360863518953141,0.04705012872917828,0.9268547476361607
0.168,39.1,0.04553367135034755,0.04883101164911347,0.9324744626947375
0.168,47.1,0.04759480271812162,0.05079576810223727,0.9369836208072881
0.168,56.9,0.04941208605265889,0.05246285481479057,0.9418489753769254
0.168,68.7,0.05141006797568328,0.05438455545284507,0.9453063934715645
0.168,82.90000000000001,0.05320521133137049,0.05607706042884406,0.9487874529172646
0.168,100,0.05466388595752483,0.05738143681250397,0.9526405923947349
0.202,0.01,0.01983563659558843,0.03106582088718958,0.6385035395529473
0.202,0.0121,0.0198414352854453,0.03106267828852658,0.6387548137719341
0.202,0.0146,0.01984842055684912,0.03105889044490971,0.6390576183671143
0.202,0.0176,0.01985684309348773,0.03105434419057564,0.6394223935829847
0.202,0.0212,0.01986698504066177,0.03104887730512969,0.639861623511246
0.202,0.0256,0.01987919390466055,0.03104230422332971,0.6403904092184119
0.202,0.0309,0.01989389239920791,0.03103443257536053,0.6410264583023974
0.202,0.0373,0.01991842142080236,0.03103048537174713,0.6418984808706162
0.202,0.045,0.0199328236163728,0.03101371054636796,0.6427100551729095
0.202,0.0543,0.01995834490907196,0.03100025135360302,0.6438123575650392
0.202,0.0655,0.0199889707015205,0.03098420564126436,0.645134199435452
0.202,0.0791,0.0200256811217162,0.03096514817262094,0.6467167865653134
0.202,0.0954,0.02006962193950622,0.03094258632737069,0.6486084171235992
0.202,0.115,0.02012213992285622,0.03091599391324837,0.650865049958278
0.202,0.139,0.02018478872900629,0.03088480215013026,0.6535508510266161
0.202,0.168,0.02025936599707536,0.03084846073235,0.6567383109598682
0.202,0.202,0.02034792114199635,0.03080642723316717,0.6605089576920864
0.202,0.244,0.02045958782107637,0.03076400505196303,0.6650495534153755
0.202,0.295,0.02058329596514472,0.03070958332735923,0.6702564390317538
0.202,0.356,0.0207287336360348,0.03064910483694686,0.6763242759066407
0.202,0.429,0.0208989989515427,0.03058323191965634,0.6833482807325728
0.202,0.518,0.02109741596295658,0.03051347112101662,0.691413175488429
0.202,0.625,0.02132750045995598,0.03044244618208281,0.7005843200770271
0.202,0.754,0.02159292775779685,0.03037425049251952,0.7108958215484097
0.202,0.91,0.02190772403432078,0.03033544453609569,0.7221823965115497
0.202,1.1,0.02225561978807598,0.03029241623560203,0.7346927896071701
0.202,1.33,0.0226508648625586,0.03027676337473036,0.7481270234275935
0.202,1.6,0.02308716773008528,0.03028186859478875,0.7624089529950073
0.202,1.93,0.02359148807986489,0.0303624785908762,0.7769948032817728
0.202,2.33,0.02417126933680839,0.03053529772878141,0.791584531171133
0.202,2.81,0.02479773624145593,0.03075787954451845,0.8062238557623614
0.202,3.39,0.02552936922215561,0.03112872979533607,0.8201224203494679
0.202,4.09,0.02632332862815977,0.03158080863586529,0.8335229452695276
0.202,4.94,0.02723093098521811,0.03219107758790613,0.8459154842163004
0.202,5.96,0.02826634929912319,0.03297391545102771,0.8572336318719531
0.202,7.2,0.02938716810572262,0.03386255452995034,0.8678367156184458
0.202,8.69,0.0306505180601971,0.03493204951675865,0.8774325722140213
0.202,10.5,0.03206501611538067,0.036186807431582,0.8860968510694301
0.202,12.6,0.03358327589636253,0.0375575124271387,0.8941826475199559
0.202,15.3,0.03518370581575704,0.03901514179498868,0.9017961795611423
0.202,18.4,0.03694463466264859,0.04066342903096806,0.908546955902628
0.202,22.2,0.03875401549505338,0.04235490537056567,0.9149829318703967
0.202,26.8,0.04056626320638275,0.04403605188294487,0.9212057273938773
0.202,32.4,0.0425071381330781,0.04587884550297773,0.9265084521431387
0.202,39.1,0.0443241740449473,0.04756111572337498,0.9319414267475478
0.202,47.1,0.04626695739748677,0.0494163949469852,0.9362673551383665
0.202,56.9,0.04797431069528489,0.05098517975680465,0.940946191111194
0.202,68.7,0.04985070558287157,0.05279538278742912,0.94422472100612
0.202,82.90000000000001,0.05153280105731491,0.05438614529910205,0.9475354573100395
0.202,100,0.05289670849032378,0.05560906515258717,0.9512245592544868
0.244,0.01,0.01968959155460119,0.03044435626931595,0.6467402818579483
0.244,0.0121,0.01969510591891292,0.03044144520569277,0.6469832751314246
0.244,0.0146,0.01970175132241284,0.0304379429723315,0.6472760442557498
0.244,0.0176,0.01970975891630766,0.03043372875398354,0.6476287896115196
0.244,0.0212,0.01972622873526874,0.03043416409865839,0.6481606878152544
0.244,0.0256,0.01973102327296255,0.03042259480406655,0.6485647723357617
0.244,0.0309,0.01974499953582714,0.03041529899436,0.649179859763618
0.244,0.0373,0.01976181774179233,0.03040657231865592,0.6499192850378432
0.244,0.045,0.01978203399447548,0.03039613276709039,0.6508075927307864
0.244,0.0543,0.01980632162551647,0.03038367825255457,0.6518737284170397
0.244,0.0655,0.01983546505728989,0.0303688394016639,0.6531518967499004
0.244,0.0791,0.01987040142278139,0.03035121829383329,0.6546821689466952
0.244,0.0954,0.01991222819913642,0.03033036665516279,0.656511291984233
0.244,0.115,0.01996222895422544,0.03030579793619392,0.6586933957737751
0.244,0.139,0.02002189213784342,0.03027700256383358,0.6612904330813754
0.244,0.168,0.02009293102332599,0.0302434645336509,0.664372661437953
0.244,0.202,0.02017730990505657,0.030204727511196,0.6680182728871642
0.244,0.244,0.02027724205507193,0.03016040925568792,0.672313226361405
0.244,0.295,0.02040197702817027,0.030116070943042,0.6774448455363309
0.244,0.356,0.02054078890240094,0.03006054786256788,0.6833138569632933
0.244,0.429,0.0207033289914622,0.03000021975281869,0.6901059112914335
0.244,0.518,0.02089286439151974,0.02993656236292149,0.6979045936615956
0.244,0.625,0.02111279678621666,0.02987208796339628,0.7067733869854426
0.244,0.754,0.02136669685141038,0.0298107100362883,0.7167456536728211
0.244,0.91,0.02166822211589574,0.02977789356186985,0.727661346188757
0.244,1.1,0.02200153175547483,0.02974128873992618,0.7397639002084963
0.244,1.33,0.0223700190984452,0.02971176293309639,0.7529011034726214
0.244,1.6,0.02279891507338185,0.02974055472419961,0.7665934709291278
0.244,1.93,0.02329442163840513,0.02984183262650263,0.7805962163904531
0.244,2.33,0.02384005825814721,0.02999249228131295,0.7948675299985301
0.244,2.81,0.0244416174635502,0.03020925541240297,0.8090771232155308
0.244,3.39,0.0251445041663776,0.03056788329134915,0.8225791732688804
0.244,4.09,0.02592076973290439,0.03102425665936999,0.8355001061750101
0.244,4.94,0.02677704402801677,0.03158834902523576,0.8476873548099881
0.244,5.96,0.02776930757011999,0.03233799244505893,0.8587208255830669
0.244,7.2,0.02885964380054918,0.03321209288722397,0.8689498701134524
0.244,8.69,0.03004760704453094,0.03420577108440714,0.8784367693505462
0.244,10.5,0.03139602524025347,0.03540006173997675,0.8868918215698596
0.244,12.6,0.03283911258015362,0.03670089265511943,0.8947769442216245
0.244,15.3,0.03435614438788542,0.03808053573586212,0.9021969813184829
0.244,18.4,0.036021855461598,0.03963859688468677,0.9087570775118433
0.244,22.2,0.03772792262332728,0.0412331016020172,0.9149911395819315
0.244,26.8,0.03943119502619723,0.04281287093005896,0.9210126340420808
0.244,32.4,0.04125202380856142,0.04454316426281553,0.9261134562682709
0.244,39.1,0.04295003375196538,0.04611647615305758,0.9313381536225149
0.244,47.1,0.04476366814650005,0.04785211512236032,0.9354585065265568
0.244,56.9,0.04635146549985859,0.04931366292330885,0.9399315068512151
0.244,68.7,0.04809610555328044,0.05100254576371387,0.9430138208414444
0.244,82.90000000000001,0.04965639575914741,0.05248333159326137,0.9461365018512482
0.244,100,0.05091878033181124,0.0536184264089347,0.9496507775790748
0.295,0.01,0.01951114986632772,0.02972832346590831,0.6563151766261766
0.295,0.0121,0.01951634501467209,0.02972567613247713,0.6565483970051494
0.295,0.0146,0.0195226075476627,0.0297224876003944,0.6568295295513438
0.295,0.0176,0.01953015111497313,0.02971865228705544,0.6571681288346943
0.295,0.0212,0.01953924027215333,0.02971404322448623,0.6575759523716307
0.295,0.0256,0.01955018593309602,0.02970851344985486,0.6580667850006992
0.295,0.0309,0.01956335854066493,0.02970187993318212,0.6586572494628289
0.295,0.0373,0.01957920449494909,0.02969393003979989,0.6593672332596712
0.295,0.045,0.01959825867352327,0.02968443371328964,0.6602200622324548
0.295,0.0543,0.01962114939471709,0.02967309962583388,0.6612436732977703
0.295,0.0655,0.01964862405840244,0.02965960899176414,0.6624707717441068
0.295,0.0791,0.01968156657837902,0.02964359235408346,0.6639399956418524
0.295,0.0954,0.01972101179019825,0.02962464572491134,0.6656961225232432
0.295,0.115,0.01976817525384998,0.02960233326886808,0.6677911188385814
0.295,0.139,0.01982446972675534,0.02957619941328378,0.67028455717848
0.295,0.168,0.01989151998533075,0.02954579147212719,0.6732437682062418
0.295,0.202,0.01997118940948045,0.029510699632504,0.6767440168542654
0.295,0.244,0.02006559288310462,0.02947063147057117,0.6808674223062291
0.295,0.295,0.02017709006316837,0.02942545846041483,0.685701807851592
0.295,0.356,0.02031507399883882,0.02938117920159631,0.6914315405603286
0.295,0.429,0.02046888326607861,0.02932697226928714,0.6979541930932562
0.295,0.518,0.02064835775063402,0.02927007061222663,0.7054427037155432
0.295,0.625,0.02085678214523012,0.02921284404415028,0.7139593157622247
0.295,0.754,0.02109760183479164,0.02915898843183912,0.7235368224144179
0.295,0.91,0.02137434587719753,0.02911372112240216,0.7341674321648494
0.295,1.1,0.02169081811536144,0.02908436890610118,0.7457895402644011
0.295,1.33,0.02205102977541896,0.02908033389974779,0.7582798000682587
0.295,1.6,0.0224592685264934,0.02911307020455778,0.7714496742764456
0.295,1.93,0.02293145611385871,0.02921479523434519,0.7849261283508935
0.295,2.33,0.02343994867689438,0.0293440366066239,0.7987976906900131
0.295,2.81,0.02403681799763022,0.02959220615899899,0.812268536805953
0.295,3.39,0.02468180959423954,0.02989760165958206,0.8255448003913426
0.295,4.09,0.02543417925303199,0.03035360501886122,0.8379294399208139
0.295,4.94,0.02624879608916914,0.03089038738001689,0.8497399455129393
0.295,5.96,0.02719213419591199,0.03160253291397735,0.8604416066879657
0.295,7.2,0.02822662678559598,0.0324304321048034,0.8703746744532344
0.295,8.69,0.02935101181114699,0.03336879419456246,0.8795946188528987
0.295,10.5,0.03062487868760048,0.03449504817266648,0.8878050708700654
0.295,12.6,0.03198439255337966,0.03571844479472043,0.8954587115200295
0.295,15.3,0.03340925194871301,0.03701189151378914,0.902662646578494
0.295,18.4,0.03496909234122374,0.0384699519726697,0.9089975564842637
0.295,22.2,0.03656154611380501,0.03995768547882853,0.9150066045035828
0.295,26.8,0.03814553544409006,0.04142657188123924,0.9207987461150497
0.295,32.4,0.03983567048967791,0.04303432967989295,0.9256719178849075
0.295,39.1,0.0414050629203425,0.04448976458577808,0.9306649137356492
0.295,47.1,0.04307942297709202,0.04609612677632884,0.9345562412678466
0.295,56.9,0.04453937029930695,0.04744265235192533,0.9388043899594378
0.295,68.7,0.04614365223540022,0.04900164117249482,0.9416756486372784
0.295,82.90000000000001,0.04757487218734911,0.05036529359504371,0.9445963438607017
0.295,100,0.04873037143804718,0.05140762049016737,0.9479211636992173
0.356,0.01,0.01929342291004981,0.02891018185171473,0.667357369421233
0.356,0.0121,0.01930501026883344,0.02891335583781043,0.6676848712105561
0.356,0.0146,0.01930409727573174,0.02890497176150424,0.667846951555961
0.356,0.0176,0.01931112696919067,0.02890154974680378,0.6681692552257094
0.356,0.0212,0.01931959661682303,0.02889744010805933,0.6685573720225448
0.356,0.0256,0.01932979666539175,0.02889250564603106,0.6690245872824488
0.356,0.0309,0.01934207480425209,0.02888659157013925,0.6695866058578697
0.356,0.0373,0.01936359209629581,0.02888506112002887,0.670367011370771
0.356,0.045,0.01937460617919357,0.02887103820445388,0.6710741069299226
0.356,0.0543,0.01939594713319813,0.02886093997544487,0.6720483514986125
0.356,0.0655,0.01942156536648166,0.02884892038669212,0.673216366718553
0.356,0.0791,0.01945228844174644,0.02883466274013545,0.6746147377222651
0.356,0.0954,0.01948908566662604,0.02881780448547994,0.676286275605963
0.356,0.115,0.01953309467220999,0.02879796510556797,0.6782803785130411
0.356,0.139,0.0195856389164373,0.02877474722614943,0.6806537260782118
0.356,0.168,0.01964824725791297,0.02874776145957724,0.6834705124967984
0.356,0.202,0.01972267235393805,0.02871666620010107,0.6868022985853641
0.356,0.244,0.01981090272229384,0.02868121675466681,0.6907274154981706
0.356,0.295,0.01991517745494407,0.028641365096265,0.695329199149838
0.356,0.356,0.02003797333246668,0.02859733817260576,0.7006936523785157
0.356,0.429,0.02018875083740426,0.02855566986162779,0.7069962265018784
0.356,0.518,0.02035696188618782,0.02850607857734292,0.714127052970655
0.356,0.625,0.0205524993679024,0.02845672378117584,0.7222370194807145
0.356,0.754,0.02078802406665872,0.02842968150115779,0.73120847540315
0.356,0.91,0.0210484052994165,0.02839230563302549,0.7413418822504265
0.356,1.1,0.02134643222920458,0.02837019754176156,0.752424518644333
0.356,1.33,0.02168605210897819,0.02837223251933892,0.7643407015713926
0.356,1.6,0.02207127679669149,0.02840889320814047,0.7769143498475695
0.356,1.93,0.02250685036065544,0.02849284642695004,0.7899123177587226
0.356,2.33,0.02298678680798746,0.02861963138298233,0.8031824903816112
0.356,2.81,0.02355085084030048,0.02885841634935938,0.8160825790020623
0.356,3.39,0.02415976041725609,0.02914945804652248,0.8288236569852229
0.356,4.09,0.02487025394276037,0.02958192257302231,0.8407247325243553
0.356,4.94,0.02563807735701127,0.03008812130148932,0.852099640921822
0.356,5.96,0.02652660159141034,0.03075842811458235,0.862417334611266
0.356,7.2,0.02749871420155974,0.03153493216652591,0.8720080340223284
0.356,8.69,0.02855238611530726,0.03241205197294123,0.880918805731394
0.356,10.5,0.0297228107818913,0.03343482856158479,0.8889775141853594
0.356,12.6,0.03101112659029693,0.0346015863299504,0.8962342447130628
0.356,15.3,0.03233434945836396,0.03580050189005491,0.9031814569992435
0.356,18.4,0.03374845747077835,0.03710867897045356,0.9094491748857277
0.356,22.2,0.03524880385210555,0.0385222614108173,0.9150242628852382
0.356,26.8,0.03670429029416274,0.03987176544220145,0.9205584424740278
0.356,32.4,0.03825451533920191,0.04134821260094018,0.9251794196862592
0.356,39.1,0.03968722949408313,0.04267815881164961,0.9299189702450318
0.356,47.1,0.04121434313701319,0.04414731135581974,0.9335640579520839
0.356,56.9,0.04254004916959198,0.04537267691445704,0.9375697459904002
0.356,68.7,0.04399769656920466,0.04679534487216053,0.9402152434051138
0.356,82.90000000000001,0.04529458167020022,0.04803642612381939,0.9429215561009523
0.356,100,0.04633966006841757,0.04898234541915488,0.9460482072035719
0.429,0.01,0.01902843150431683,0.02798422019660359,0.679970046355849
0.429,0.0121,0.01903288418019266,0.02798216271451455,0.6801791689360794
0.429,0.0146,0.01903825106704221,0.02797968526447891,0.6804312088246348
0.429,0.0176,0.01904471969693442,0.0279767119978521,0.6807347374629503
0.429,0.0212,0.01905251113600248,0.02797313612645045,0.6811002902884055
0.429,0.0256,0.01906189493917183,0.02796884554450426,0.6815402841293674
0.429,0.0309,0.01907319296132215,0.02796370184446992,0.6820696725849996
0.429,0.0373,0.0190867868911798,0.02795754626732891,0.682706082596546
0.429,0.045,0.01910313446435835,0.027950190294381,0.6834706405630009
0.429,0.0543,0.01912277971743483,0.0279414150546152,0.6843883776128313
0.429,0.0655,0.01914636739733329,0.02793098231251696,0.6854885081772818
0.429,0.0791,0.01917465901132841,0.02791860895766159,0.6868056728903175
0.429,0.0954,0.01920855578867965,0.02790399647642218,0.6883800965539165
0.429,0.115,0.01924910847553718,0.02788681340754851,0.6902584456037836
0.429,0.139,0.01929754189575785,0.02786672580814479,0.6924940528936352
0.429,0.168,0.01935527766124376,0.0278434131969412,0.6951474492132336
0.429,0.202,0.01942394412426075,0.02781659813128716,0.6982861107812232
0.429,0.244,0.01950539851552081,0.02778610628293925,0.7019838734114819
0.429,0.295,0.01960172611212016,0.02775192801765823,0.7063194348027932
0.429,0.356,0.0197152552630586,0.02771434416389479,0.7113736896124315
0.429,0.429,0.0198485383002854,0.02767403364347023,0.7172260667164697
0.429,0.518,0.02001103073127232,0.0276381582283983,0.7240363328809266
0.429,0.625,0.02019233154001199,0.02759713258144302,0.7316822311311357
0.429,0.754,0.02040220100047953,0.0275599738845319,0.740283756652263
0.429,0.91,0.02065325159127685,0.02754877322976419,0.7496976877708188
0.429,1.1,0.02093059959408865,0.02753457072107181,0.7601571059929678
0.429,1.33,0.02124704571376428,0.02754307432295121,0.7714115521250818
0.429,1.6,0.02159640257595577,0.0275667235506565,0.7834229024813307
0.429,1.93,0.02200274276485979,0.02765127951707905,0.7957224095640714
0.429,2.33,0.02247217987839564,0.02780977555147955,0.8080676464575084
0.429,2.81,0.02298875758049672,0.02802019479423114,0.8204353234985251
0.429,3.39,0.02355751641042379,0.02829511119953609,0.8325648994378232
0.429,4.09,0.02422146302031078,0.0287013915626657,0.8439124969751521
0.429,4.94,0.02493741777304236,0.02917379370247342,0.8547883085540608
0.429,5.96,0.02575038368234083,0.02977685026108559,0.8647786269051154
0.429,7.2,0.02666872305188286,0.03051820980371692,0.8738626290141955
0.429,8.69,0.02764489538722016,0.03132853559490924,0.8824190107281088
0.429,10.5,0.0287264905465244,0.03227136876311398,0.8901540792207931
0.429,12.6,0.02991383248064743,0.03334498387664889,0.8971014228498621
0.429,15.3,0.03112726430886422,0.03444183634079527,0.9037632024281749
0.429,18.4,0.03242072505785385,0.03563669864117021,0.909756691670619
0.429,22.2,0.03378805682785749,0.03692466666113033,0.9150538077416236
0.429,26.8,0.03511039475906743,0.03815072926586299,0.9203073030240597
0.429,32.4,0.0365106468188991,0.03948640336718033,0.9246384503392231
0.429,39.1,0.03780093881652541,0.04068528998017554,0.9291057980647164
0.429,47.1,0.03917540819011672,0.04201165387212653,0.9324890733737198
0.429,56.9,0.04036287973285108,0.04311189210029916,0.9362354043507869
0.429,68.7,0.04166985434722648,0.04439367135045845,0.9386440246915095
0.429,82.90000000000001,0.04269614209481077,0.0453341886969277,0.9418088935096414
0.429,100,0.04376352229084701,0.04635698909025459,0.9440544597415884
0.518,0.01,0.01870721868311839,0.02694747651309173,0.694210408682608
0.518,0.0121,0.01871790681278607,0.02695134530964553,0.6945073278433779
0.518,0.0146,0.01871611970311143,0.02694365470016608,0.6946392355227171
0.518,0.0176,0.01872198315990344,0.02694114460429733,0.6949215942709848
0.518,0.0212,0.01872904827788605,0.02693813419418683,0.6952615256452216
0.518,0.0256,0.01873755774459979,0.02693451973098324,0.6956707575166323
0.518,0.0309,0.0187478024958373,0.02693018853736192,0.6961630613847097
0.518,0.0373,0.01876013139566435,0.02692500473066036,0.6967549897698474
0.518,0.045,0.01878160838400307,0.02692443143651908,0.6975675021507993
0.518,0.0543,0.01879278077034826,0.026911435848197,0.698319512803228
0.518,0.0655,0.01881418329178907,0.02690266194867476,0.6993428132756161
0.518,0.0791,0.01883986080999334,0.02689227060684305,0.7005678726585219
0.518,0.0954,0.01887063548502974,0.02688000895128361,0.7020323363444639
0.518,0.115,0.01890746511724052,0.02686561143194286,0.7037794455241687
0.518,0.139,0.01895147018232599,0.02684880420954393,0.7058590034184585
0.518,0.168,0.01900395304895975,0.02682933761934157,0.708327328784278
0.518,0.202,0.01906640818088409,0.02680700363244931,0.7112472711349433
0.518,0.244,0.01914054200548102,0.02678168847972183,0.7146876501074073
0.518,0.295,0.01922828149551859,0.02675343987588312,0.718721838564465
0.518,0.356,0.01933177911598288,0.02672255674195813,0.7234255053757372
0.518,0.429,0.01945340986593868,0.02668972366269606,0.7288726594471453
0.518,0.518,0.01959575392794605,0.02665614710048144,0.7351307694273689
0.518,0.625,0.01977680293563602,0.02664644244775576,0.7421929953468022
0.518,0.754,0.01996924278614961,0.02661813550744925,0.7502119290271512
0.518,0.91,0.02018220108059579,0.0265814780213476,0.7592580466890311
0.518,1.1,0.02043678222583997,0.02657542113408309,0.7690106630005464
0.518,1.33,0.02072759809229491,0.02659035292350739,0.7795157195514517
0.518,1.6,0.02105835348016405,0.02663506076373514,0.7906253215249266
0.518,1.93,0.0214431073219313,0.02673625270631841,0.8020236626826835
0.518,2.33,0.02186663316319062,0.02687238036586139,0.8137214815167598
0.518,2.81,0.02233268324920815,0.02705470415249189,0.8254639608450931
0.518,3.39,0.0228799860118538,0.02734625626830041,0.8366770861566205
0.518,4.09,0.02346893069430741,0.02768798075965576,0.8476216051299796
0.518,4.94,0.02415394561142771,0.02816103453815946,0.8577080355019641
0.518,5.96,0.02488834642564385,0.02869607469780564,0.8673083927937723
0.518,7.2,0.02573146532772691,0.02937560398302572,0.8759467666637759
0.518,8.69,0.0266240403976246,0.03011426935834967,0.8841004933842984
0.518,10.5,0.02761024514570974,0.03097165650074195,0.8914681442708212
0.518,12.6,0.02868935302665684,0.03194526008634372,0.8980785552884341
0.518,15.3,0.02978717349115268,0.03293562304734112,0.904405951219963
0.518,18.4,0.03095331925829772,0.03401136056800093,0.9100876513425834
0.518,22.2,0.03218349971854185,0.03517007225071399,0.9150819904240738
0.518,26.8,0.03336133118105201,0.03626124322167756,0.920027230646854
0.518,32.4,0.03461281668324519,0.03745728435027627,0.9240610280117626
0.518,39.1,0.03575763519690883,0.03852228123542249,0.9282325462083103
0.518,47.1,0.03697716727977707,0.0397031900639916,0.9313399558115892
0.518,56.9,0.03802555224509617,0.04067687496932573,0.9348199013265176
0.518,68.7,0.03918151865119787,0.04181647588100453,0.9369875826622777
0.518,82.90000000000001,0.04008563333212387,0.04264782761062776,0.939922044754622
0.518,100,0.04102790186780381,0.04355577008746597,0.9419624951048768
0.625,0.01,0.01832013368757433,0.0258006011561221,0.7100661560836239
0.625,0.0121,0.01832373087918055,0.02579919535762584,0.7102442779776207
0.625,0.0146,0.01832806934617344,0.02579750641611163,0.7104589509754627
0.625,0.0176,0.01833329594063361,0.02579547470509597,0.7107175250786069
0.625,0.0212,0.01833959390659386,0.02579303383859681,0.7110289553899013
0.625,0.0256,0.01834718155669079,0.02579011082274654,0.7114037501734509
0.625,0.0309,0.01835631861881572,0.02578660783339694,0.7118547246467194
0.625,0.0373,0.0183673139187961,0.02578241729368036,0.7123968908570179
0.625,0.045,0.01838054123912668,0.02577741445149556,0.7130482878223762
0.625,0.0543,0.01839644182540042,0.02577145743401506,0.7138300917789557
0.625,0.0655,0.01841554265784293,0.0257643834008262,0.7147674513045938
0.625,0.0791,0.01843846409505493,0.02575600706456363,0.7158898523685943
0.625,0.0954,0.01846594395958956,0.0257461420640322,0.7172314948648867
0.625,0.115,0.01850543367664339,0.02574025545441513,0.7189296823186432
0.625,0.139,0.0185381762600204,0.02572111259102474,0.7207377283706308
0.625,0.168,0.01858510715093574,0.02570555611046462,0.7229996142106345
0.625,0.202,0.01864099359964776,0.0256877750283554,0.7256756795429319
0.625,0.244,0.01870737906469211,0.02566771584372468,0.7288291322293778
0.625,0.295,0.01878601617554961,0.02564547483046959,0.7325275238511004
0.625,0.356,0.01887886938527388,0.02562137475667667,0.7368406092399175
0.625,0.429,0.01898811121323454,0.02559607351327371,0.7418368760109871
0.625,0.518,0.01912424932998114,0.02558644528810795,0.7474367429566189
0.625,0.625,0.01926542022834111,0.02554699251130031,0.7541169560299262
0.625,0.754,0.01944534985710729,0.02553356169644468,0.7615604155927405
0.625,0.91,0.01965423251570447,0.02553764331709321,0.7696180995115246
0.625,1.1,0.01988484327831296,0.02553938183908312,0.7785953240216263
0.625,1.33,0.02014864582325037,0.02556034576268412,0.7882775143310324
0.625,1.6,0.02044919169103572,0.02560845771222136,0.7985327316793687
0.625,1.93,0.0207900488002813,0.02569254090427856,0.8091861711045928
0.625,2.33,0.02116542003060755,0.02580704898224884,0.8201410415102479
0.625,2.81,0.02159929376913677,0.0259936164362581,0.8309460833240676
0.625,3.39,0.02209794811321074,0.02626351724967664,0.8413933253164259
0.625,4.09,0.02263329450612328,0.02657635545683789,0.8516327433564601
0.625,4.94,0.02325612016663803,0.02700781507297655,0.8610885443268463
0.625,5.96,0.02392149072690058,0.02749206247323293,0.8701235402106061
0.625,7.2,0.0246845200059858,0.02810613759037228,0.8782608398829389
0.625,8.69,0.02550478092717417,0.02879157234533512,0.8858418922475597
0.625,10.5,0.02637446934901893,0.02953736330678623,0.8929188795588731
0.625,12.6,0.027341101854289,0.03040772037951223,0.8991500024681424
0.625,15.3,0.0283411656699788,0.03131742124938875,0.9049648578754534
0.625,18.4,0.02935407017600541,0.03224146936535752,0.9104445533597629
0.625,22.2,0.03044110154332531,0.03326470824910809,0.9151170458301408
0.625,26.8,0.03147811674100787,0.03422500518966599,0.9197403058542842
0.625,32.4,0.03257723426082844,0.03527733854518798,0.9234606578696155
0.625,39.1,0.03357667810104566,0.0362084448622902,0.9273162166656478
0.625,47.1,0.03464235614338072,0.03724443638506381,0.9301350619249374
0.625,56.9,0.03555394776337491,0.03809321152127627,0.9333407802468138
0.625,68.7,0.03656187352689299,0.03909241418447443,0.9352677313393849
0.625,82.90000000000001,0.03734925847082461,0.03981905154850495,0.9379745880016304
0.625,100,0.0381675871617724,0.04061177747494737,0.9398157267388074
0.754,0.01,0.01785737639653675,0.0245485967928594,0.7274296183695124
0.754,0.0121,0.01786052362192902,0.02454751650259432,0.7275898407091986
0.754,0.0146,0.01786431743810364,0.02454621729480612,0.7277829094213901
0.754,0.0176,0.0178688909057303,0.02454465702916116,0.7280155059612577
0.754,0.0212,0.01787440216840444,0.02454278440161337,0.7282956112848155
0.754,0.0256,0.01788104026957956,0.02454053685061134,0.7286328077673704
0.754,0.0309,0.01789556643532975,0.02454353175664266,0.7291357500122756
0.754,0.0373,0.01789866115854962,0.02453463917299556,0.7295261622697948
0.754,0.045,0.01791023979948199,0.02453080769382914,0.730112111391563
0.754,0.0543,0.01792416360366728,0.02452624988759203,0.7308155011800321
0.754,0.0655,0.01794089382622568,0.02452084640257267,0.7316588314970796
0.754,0.0791,0.01796097711952401,0.02451446127612631,0.7326686447323855
0.754,0.0954,0.01798506152702543,0.02450694961946002,0.7338759742152565
0.754,0.115,0.01801391023623853,0.02449817289113038,0.7353164791632485
0.754,0.139,0.01804841350040221,0.02448798425616241,0.7370314073874954
0.754,0.168,0.01808961209665999,0.02447626931601988,0.7390673743249027
0.754,0.202,0.01813870458043601,0.02446294979169151,0.7414765894911236
0.754,0.244,0.01819707085312778,0.02444803696858089,0.7443162359625657
0.754,0.295,0.01826627428597165,0.02443166715538676,0.7476474761135672
0.754,0.356,0.01836223235268687,0.02443472788321644,0.7514809430433392
0.754,0.429,0.01844439629707194,0.02439613979560416,0.7560374900128817
